Image,TrueClass,PredictedClass,Confidence,Correct
_Field Kobayashi 01_BM-148_1_DSCF5248.jpg,Empty,Empty,0.966,True
_Field Kobayashi 01_BM-157_1_DSCF0003.jpg,Empty,Empty,0.9505,True
_Field Kobayashi 01_BM-157_1_DSCF0068.jpg,Empty,Empty,0.9711,True
_Field Kobayashi 01_BM-157_1_DSCF0401.jpg,Empty,Empty,0.9803,True
_Field Kobayashi 01_BM-157_1_DSCF0636.jpg,Empty,Empty,0.9896,True
_Field Kobayashi 01_BM-157_1_DSCF1113.jpg,Empty,Empty,0.9887,True
_Field Kobayashi 01_BM-157_1_DSCF1216.jpg,Empty,Empty,0.9847,True
_Field Kobayashi 01_BM-157_1_DSCF1321.jpg,Empty,Empty,0.9863,True
_Field Kobayashi 01_BM-157_1_DSCF1353.jpg,Empty,Empty,0.982,True
_Field Kobayashi 01_BM-157_1_DSCF1566.jpg,Empty,Empty,0.9843,True
_Field Kobayashi 01_BM-157_1_DSCF1968.jpg,Empty,Empty,0.9777,True
_Field Kobayashi 01_BM-157_1_DSCF2071.jpg,Empty,Empty,0.9858,True
_Field Kobayashi 01_BM-157_1_DSCF2228.jpg,Empty,Empty,0.9866,True
_Field Kobayashi 01_BM-157_1_DSCF3493.jpg,Empty,Empty,0.9979,True
_Field Kobayashi 01_BM-157_1_DSCF3666.jpg,Empty,Empty,0.9975,True
_Field Kobayashi 01_BM-157_1_DSCF4113.jpg,Empty,Empty,0.9941,True
_Field Kobayashi 01_BM-157_1_DSCF4844.jpg,Empty,Empty,0.8759,True
_Field Kobayashi 01_BM-157_1_DSCF4860.jpg,Empty,Empty,0.7544,True
_Field Kobayashi 01_BM-157_1_DSCF5153.jpg,Empty,Empty,0.9749,True
_Field Kobayashi 01_BM-157_1_DSCF5235.jpg,Empty,Empty,0.994,True
_Field Kobayashi 01_BM-157_1_DSCF5254.jpg,Empty,Empty,0.9924,True
_Field Kobayashi 01_BM-157_1_DSCF5333.jpg,Empty,Empty,0.9959,True
_Field Kobayashi 01_BM-157_1_DSCF5349.jpg,Empty,Empty,0.9916,True
_Field Kobayashi 01_BM-157_1_DSCF5363.jpg,Empty,Empty,0.9947,True
_Field Kobayashi 01_BM-164_1_DSCF0278.jpg,Empty,Empty,0.974,True
_Field Kobayashi 01_BM-164_1_DSCF0370.jpg,Empty,Empty,0.9604,True
_Field Kobayashi 01_BM-164_1_DSCF0417.jpg,Empty,Empty,0.9764,True
_Field Kobayashi 01_BM-164_1_DSCF0466.jpg,Empty,Empty,0.9767,True
_Field Kobayashi 01_BM-164_1_DSCF0514.jpg,Empty,Empty,0.9761,True
_Field Kobayashi 01_BM-164_1_DSCF0662.jpg,Empty,Empty,0.9693,True
_Field Kobayashi 01_BM-164_1_DSCF0704.jpg,Empty,Empty,0.9814,True
_Field Kobayashi 01_BM-164_1_DSCF0822.jpg,Empty,Empty,0.9766,True
_Field Kobayashi 01_BM-164_1_DSCF0990.jpg,Empty,Empty,0.9627,True
_Field Kobayashi 01_BM-164_1_DSCF1915.jpg,Empty,Empty,0.973,True
_Field Kobayashi 01_BM-164_1_DSCF1958.jpg,Empty,Empty,0.9577,True
_Field Kobayashi 01_BM-164_1_DSCF2078.jpg,Empty,Empty,0.8357,True
_Field Kobayashi 01_BM-164_1_DSCF2384.jpg,Empty,Empty,0.9467,True
_Field Kobayashi 01_BM-164_1_DSCF2568.jpg,Empty,Empty,0.5531,True
_Field Kobayashi 01_BM-198_1_DSCF0156.jpg,Empty,Empty,0.9453,True
_Field Kobayashi 01_BM-198_1_DSCF0335.jpg,Empty,Empty,0.9572,True
_Field Kobayashi 01_BM-198_1_DSCF0583.jpg,Empty,Empty,0.9684,True
_Field Kobayashi 01_BM-198_1_DSCF1254.jpg,Empty,Empty,0.9903,True
_Field Kobayashi 01_BM-198_1_DSCF1446.jpg,Empty,Empty,0.9914,True
_Field Kobayashi 01_BM-198_1_DSCF1466.jpg,Empty,Empty,0.9895,True
_Field Kobayashi 01_BM-198_1_DSCF1482.jpg,Empty,Empty,0.991,True
_Field Kobayashi 01_BM-198_1_DSCF1555.jpg,Empty,Empty,0.9861,True
_Field Kobayashi 01_BM-198_1_DSCF1590.jpg,Empty,Empty,0.9876,True
_Field Kobayashi 01_BM-198_1_DSCF1801.jpg,Empty,Empty,0.9901,True
_Field Kobayashi 01_BM-198_1_DSCF2218.jpg,Empty,Empty,0.9886,True
_Field Kobayashi 01_BM-198_1_DSCF2251.jpg,Empty,Empty,0.9854,True
_Field Kobayashi 01_BM-198_1_DSCF2341.jpg,Empty,Empty,0.982,True
_Field Kobayashi 01_BM-198_1_DSCF2377.jpg,Empty,Empty,0.9827,True
_Field Kobayashi 01_BM-198_1_DSCF2439.jpg,Empty,Empty,0.957,True
_Field Kobayashi 01_BM-198_1_DSCF2729.jpg,Empty,Empty,0.8242,True
_Field Kobayashi 01_BM-198_1_DSCF2739.jpg,Empty,Empty,0.7585,True
_Field Kobayashi 01_BM-198_1_DSCF2786.jpg,Empty,Empty,0.7651,True
_Field Kobayashi 01_BM-198_1_DSCF3057.jpg,Empty,Empty,0.7513,True
_Field Kobayashi 01_BM-198_1_DSCF3279.jpg,Empty,Empty,0.8197,True
_Field Kobayashi 01_BM-198_1_DSCF3409.jpg,Empty,Empty,0.822,True
_Field Kobayashi 01_BM-198_1_DSCF3938.jpg,Empty,Empty,0.8693,True
_Field Kobayashi 01_BM-198_1_DSCF4063.jpg,Empty,Empty,0.8898,True
_Field Kobayashi 01_BM-198_1_DSCF4414.jpg,Empty,Empty,0.9217,True
_Field Kobayashi 01_BM-198_1_DSCF4512.jpg,Empty,Empty,0.9459,True
_Field Kobayashi 01_BM-198_1_DSCF4667.jpg,Empty,Empty,0.9376,True
_Field Kobayashi 01_BM-198_1_DSCF4688.jpg,Empty,Empty,0.9353,True
_Field Kobayashi 01_BM-198_1_DSCF4705.jpg,Empty,Empty,0.9274,True
_Field Kobayashi 01_BM-198_1_DSCF4727.jpg,Empty,Empty,0.9378,True
_Field Kobayashi 01_BM-198_1_DSCF5194.jpg,Empty,Empty,0.9532,True
_Field Kobayashi 01_BM-198_1_DSCF5325.jpg,Empty,Empty,0.9632,True
_Field Kobayashi 01_BM-198_1_DSCF5587.jpg,Empty,Empty,0.9776,True
_Field Kobayashi 01_BM-198_1_DSCF5653.jpg,Empty,Empty,0.9303,True
_Field Kobayashi 01_BM-198_1_DSCF5663.jpg,Empty,Empty,0.9801,True
_Field Kobayashi 01_BM-198_1_DSCF6107.jpg,Empty,Empty,0.8811,True
_Field Kobayashi 01_BM-198_1_DSCF6536.jpg,Empty,Empty,0.9536,True
_Field Kobayashi 01_BM-198_1_DSCF6618.jpg,Empty,Empty,0.9843,True
_Field Kobayashi 01_BM-198_1_DSCF6621.jpg,Empty,Empty,0.9805,True
_Field Kobayashi 01_BM-198_1_DSCF6667.jpg,Empty,Empty,0.9782,True
_Field Kobayashi 01_BM-198_1_DSCF6748.jpg,Empty,Empty,0.9717,True
_Field Kobayashi 01_BM-198_1_DSCF6908.jpg,Empty,Empty,0.9633,True
_Field Kobayashi 01_BM-242_1_DSCF0095.jpg,Empty,Empty,0.8794,True
_Field Kobayashi 01_BM-242_1_DSCF0105.jpg,Empty,Empty,0.8792,True
_Field Kobayashi 01_BM-242_1_DSCF0323.jpg,Empty,Empty,0.8405,True
_Field Kobayashi 01_BM-242_1_DSCF0574.jpg,Empty,Empty,0.9137,True
_Field Kobayashi 01_BM-242_1_DSCF0720.jpg,Empty,Empty,0.8827,True
_Field Kobayashi 01_BM-242_1_DSCF1067.jpg,Empty,Empty,0.9456,True
_Field Kobayashi 01_BM-242_1_DSCF1134.jpg,Empty,Empty,0.9431,True
_Field Kobayashi 01_BM-242_1_DSCF1441.jpg,Empty,Empty,0.8704,True
_Field Kobayashi 01_BM-242_1_DSCF1624.jpg,Empty,Empty,0.9097,True
_Field Kobayashi 01_BM-242_1_DSCF1634.jpg,Empty,Empty,0.9101,True
_Field Kobayashi 01_BM-242_1_DSCF1968.jpg,Empty,Empty,0.8517,True
_Field Kobayashi 01_BM-242_1_DSCF2228.jpg,Empty,Empty,0.9484,True
_Field Kobayashi 01_BM-242_1_DSCF2268.jpg,Empty,Empty,0.9744,True
_Field Kobayashi 01_BM-242_1_DSCF2391.jpg,Empty,Empty,0.6702,True
_Field Lina 08_BM-216_1_DSCF0065.jpg,Empty,Empty,0.7494,True
_Field Lina 08_BM-216_1_DSCF0829.jpg,Empty,Insects,0.8635,False
_Field Lina 08_BM-216_1_DSCF1300.jpg,Empty,Insects,0.9972,False
_Field Lina 08_BM-216_1_DSCF1310.jpg,Empty,Insects,0.9956,False
_Field Lina 08_BM-216_1_DSCF1556.jpg,Empty,Insects,0.9619,False
_Field Lina 08_BM-216_2_DSCF0044.jpg,Empty,Insects,0.9413,False
_Field Lina 08_BM-218_1_DSCF0162.jpg,Empty,Animals,0.7799,False
_Field Lina 08_BM-232_1_DSCF0045.jpg,Empty,Insects,0.7753,False
_Field Lina 09_BM-138_1_DSCF0008.jpg,Empty,Empty,0.8897,True
_Field Lina 09_BM-138_1_DSCF0016.jpg,Empty,Empty,0.8821,True
_Field Lina 09_BM-138_1_DSCF0319.jpg,Empty,Empty,0.658,True
_Field Lina 09_BM-138_1_DSCF0685.jpg,Empty,Empty,0.6873,True
_Field Lina 09_BM-138_1_DSCF1240.jpg,Empty,Empty,0.9429,True
_Field Lina 09_BM-138_1_DSCF1500.jpg,Empty,Empty,0.9252,True
_Field Lina 09_BM-138_1_DSCF1735.jpg,Empty,Empty,0.9039,True
_Field Lina 09_BM-138_1_DSCF2029.jpg,Empty,Empty,0.882,True
_Field Lina 09_BM-138_1_DSCF2036.jpg,Empty,Empty,0.8824,True
_Field Lina 09_BM-138_1_DSCF2047.jpg,Empty,Empty,0.8887,True
_Field Lina 09_BM-138_1_DSCF2085.jpg,Empty,Empty,0.8967,True
_Field Lina 09_BM-138_1_DSCF2100.jpg,Empty,Empty,0.879,True
_Field Lina 09_BM-138_1_DSCF2461.jpg,Empty,Empty,0.855,True
_Field Lina 09_BM-138_1_DSCF2644.jpg,Empty,Empty,0.6831,True
_Field Lina 09_BM-138_1_DSCF2733.jpg,Empty,Empty,0.6871,True
_Field Lina 09_BM-138_1_DSCF2818.jpg,Empty,Empty,0.7699,True
_Field Lina 09_BM-138_1_DSCF2884.jpg,Empty,Empty,0.8659,True
_Field Lina 09_BM-138_1_DSCF2920.jpg,Empty,Empty,0.8415,True
_Field Lina 09_BM-138_1_DSCF3004.jpg,Empty,Empty,0.808,True
_Field Lina 09_BM-138_1_DSCF3170.jpg,Empty,Empty,0.7829,True
_Field Lina 09_BM-138_1_DSCF3211.jpg,Empty,Empty,0.7714,True
_Field Lina 09_BM-138_1_DSCF3426.jpg,Empty,Empty,0.7664,True
_Field Lina 09_BM-138_1_DSCF3719.jpg,Empty,Empty,0.8307,True
_Field Lina 09_BM-138_1_DSCF3720.jpg,Empty,Empty,0.8236,True
_Field Lina 09_BM-138_1_DSCF3935.jpg,Empty,Empty,0.8474,True
_Field Lina 09_BM-138_1_DSCF3940.jpg,Empty,Empty,0.822,True
_Field Lina 09_BM-138_1_DSCF4202.jpg,Empty,Empty,0.7718,True
_Field Lina 09_BM-138_1_DSCF4250.jpg,Empty,Empty,0.7341,True
_Field Lina 09_BM-138_1_DSCF4515.jpg,Empty,Empty,0.6828,True
_Field Lina 09_BM-138_1_DSCF4530.jpg,Empty,Empty,0.6376,True
_Field Lina 09_BM-165_1_DSCF0119.jpg,Empty,Empty,0.7297,True
_Field Lina 09_BM-165_1_DSCF0416.jpg,Empty,Empty,0.6307,True
_Field Lina 09_BM-165_1_DSCF0518.jpg,Empty,Insects,0.5452,False
_Field Lina 09_BM-165_1_DSCF0520.jpg,Empty,Insects,0.5041,False
_Field Lina 09_BM-182_1_DSCF0081.jpg,Empty,Insects,0.5941,False
_Field Lina 09_BM-183_1_DSCF0081.jpg,Empty,Empty,0.9841,True
_Field Lina 09_BM-183_1_DSCF0252.jpg,Empty,Empty,0.9649,True
_Field Lina 09_BM-183_1_DSCF0382.jpg,Empty,Empty,0.9709,True
_Field Lina 09_BM-183_1_DSCF0412.jpg,Empty,Empty,0.9537,True
_Field Lina 09_BM-183_1_DSCF1095.jpg,Empty,Empty,0.8971,True
_Field Lina 09_BM-183_1_DSCF1153.jpg,Empty,Empty,0.8767,True
_Field Lina 09_BM-183_1_DSCF1172.jpg,Empty,Empty,0.8849,True
_Field Lina 09_BM-183_1_DSCF1387.jpg,Empty,Empty,0.8484,True
_Field Lina 09_BM-183_1_DSCF1396.jpg,Empty,Empty,0.8405,True
_Field Lina 09_BM-183_1_DSCF1459.jpg,Empty,Empty,0.8443,True
_Field Lina 09_BM-183_1_DSCF1573.jpg,Empty,Empty,0.9046,True
_Field Lina 09_BM-183_1_DSCF1695.jpg,Empty,Empty,0.9118,True
_Field Lina 09_BM-183_1_DSCF1856.jpg,Empty,Empty,0.8617,True
_Field Lina 09_BM-183_1_DSCF1916.jpg,Empty,Empty,0.8537,True
_Field Lina 09_BM-183_1_DSCF1922.jpg,Empty,Empty,0.8324,True
_Field Lina 09_BM-183_1_DSCF1939.jpg,Empty,Empty,0.8548,True
_Field Lina 09_BM-183_1_DSCF1975.jpg,Empty,Empty,0.8671,True
_Field Lina 09_BM-183_1_DSCF2243.jpg,Empty,Empty,0.8743,True
_Field Lina 09_BM-183_1_DSCF2305.jpg,Empty,Empty,0.858,True
_Field Lina 09_BM-183_1_DSCF2463.jpg,Empty,Empty,0.9178,True
_Field Lina 09_BM-183_1_DSCF2842.jpg,Empty,Empty,0.9634,True
_Field Lina 09_BM-183_1_DSCF2879.jpg,Empty,Empty,0.9763,True
_Field Lina 09_BM-183_1_DSCF2996.jpg,Empty,Empty,0.9671,True
_Field Lina 09_BM-183_1_DSCF3190.jpg,Empty,Empty,0.9343,True
_Field Lina 09_BM-183_1_DSCF3328.jpg,Empty,Empty,0.9208,True
_Field Lina 09_BM-183_1_DSCF3490.jpg,Empty,Empty,0.9483,True
_Field Lina 09_BM-183_1_DSCF3589.jpg,Empty,Empty,0.9566,True
_Field Lina 09_BM-183_1_DSCF4265.jpg,Empty,Empty,0.9747,True
_Field Lina 09_BM-183_1_DSCF4398.jpg,Empty,Empty,0.982,True
_Field Lina 09_BM-183_1_DSCF4419.jpg,Empty,Empty,0.9525,True
_Field Lina 09_BM-183_1_DSCF4440.jpg,Empty,Insects,0.5389,False
_Field Lina 09_BM-183_1_DSCF4469.jpg,Empty,Insects,0.6821,False
_Field Lina 09_BM-183_1_DSCF4694.jpg,Empty,Insects,0.9254,False
_Field Lina 09_BM-183_1_DSCF5446.jpg,Empty,Insects,0.9354,False
_Field Lina 09_BM-183_1_DSCF5706.jpg,Empty,Empty,0.547,True
_Field Lina 09_BM-183_1_DSCF6483.jpg,Empty,Empty,0.72,True
_Field Lina 09_BM-185_1_DSCF0798.jpg,Empty,Empty,0.8208,True
_Field Lina 09_BM-185_1_DSCF0864.jpg,Empty,Empty,0.8015,True
_Field Lina 09_BM-185_1_DSCF1113.jpg,Empty,Empty,0.6767,True
_Field Lina 09_BM-185_1_DSCF1125.jpg,Empty,Empty,0.6485,True
_Field Lina 09_BM-185_1_DSCF1200.jpg,Empty,Empty,0.5052,True
_Field Lina 09_BM-185_1_DSCF1289.jpg,Empty,Empty,0.6723,True
_Field Lina 09_BM-185_1_DSCF1382.jpg,Empty,Empty,0.6997,True
_Field Lina 09_BM-185_1_DSCF1429.jpg,Empty,Empty,0.7666,True
_Field Lina 09_BM-185_1_DSCF1444.jpg,Empty,Empty,0.7634,True
_Field Lina 09_BM-185_1_DSCF1696.jpg,Empty,Empty,0.868,True
_Field Lina 09_BM-185_1_DSCF1948.jpg,Empty,Empty,0.6776,True
_Field Lina 09_BM-185_1_DSCF2026.jpg,Empty,Empty,0.5442,True
_Field Lina 09_BM-185_1_DSCF2159.jpg,Empty,Empty,0.6762,True
_Field Lina 09_BM-185_1_DSCF2209.jpg,Empty,Empty,0.5825,True
_Field Lina 09_BM-185_1_DSCF2443.jpg,Empty,Insects,0.8308,False
_Field Lina 09_BM-185_1_DSCF3020.jpg,Empty,Insects,0.8601,False
_Field Lina 09_BM-185_1_DSCF3255.jpg,Empty,Insects,0.9405,False
_Field Lina 09_BM-185_1_DSCF3565.jpg,Empty,Insects,0.9475,False
_Field Lina 09_BM-185_1_DSCF3623.jpg,Empty,Insects,0.9394,False
_Field Lina 09_BM-223_1_DSCF0027.jpg,Empty,Empty,0.9342,True
_Field Lina 09_BM-238_1_DSCF0077.jpg,Empty,Empty,0.794,True
_Field Lina 09_BM-238_1_DSCF0379.jpg,Empty,Animals,0.637,False
_Field Lina 09_BM-238_1_DSCF0761.jpg,Empty,Animals,0.5811,False
_Field Lina 09_BM-238_1_DSCF0801.jpg,Empty,Animals,0.6361,False
_Field Lina 09_BM-253_1_DSCF0528.jpg,Empty,Empty,0.9261,True
_Field Lina 09_BM-253_1_DSCF0685.jpg,Empty,Empty,0.9296,True
_Field Lina 09_BM-253_1_DSCF0701.jpg,Empty,Empty,0.9657,True
_Field Lina 09_BM-253_1_DSCF0804.jpg,Empty,Empty,0.9812,True
_Field Lina 09_BM-253_1_DSCF1196.jpg,Empty,Empty,0.9424,True
_Field Lina 09_BM-253_1_DSCF1207.jpg,Empty,Empty,0.9432,True
_Field Lina 09_BM-253_1_DSCF1479.jpg,Empty,Empty,0.8681,True
_Field Lina 09_BM-253_1_DSCF1614.jpg,Empty,Empty,0.921,True
_Field Lina 09_BM-253_1_DSCF1697.jpg,Empty,Empty,0.9353,True
_Field Lina 09_BM-253_1_DSCF1709.jpg,Empty,Empty,0.9682,True
_Field Lina 09_BM-253_1_DSCF1953.jpg,Empty,Empty,0.9853,True
_Field Lina 09_BM-253_1_DSCF2069.jpg,Empty,Empty,0.9807,True
_Field Lina 09_BM-253_1_DSCF2228.jpg,Empty,Empty,0.8874,True
_Field Lina 09_BM-253_1_DSCF3206.jpg,Empty,Insects,0.7405,False
_Field Lina 09_BM-253_1_DSCF3317.jpg,Empty,Empty,0.5603,True
_Field Lina 09_BM-253_1_DSCF3370.jpg,Empty,Empty,0.5604,True
_Field Lina 09_BM-253_1_DSCF3418.jpg,Empty,Empty,0.6045,True
_Field Lina 09_BM-253_1_DSCF3626.jpg,Empty,Empty,0.8582,True
_Field Lina 09_BM-253_1_DSCF3653.jpg,Empty,Empty,0.8667,True
_Field Lina 09_BM-253_1_DSCF3664.jpg,Empty,Empty,0.82,True
_Field Lina 09_BM-253_1_DSCF3669.jpg,Empty,Empty,0.9442,True
_Field Lina 09_BM-253_1_DSCF3691.jpg,Empty,Empty,0.8893,True
_Field Lina 09_BM-253_1_DSCF3843.jpg,Empty,Insects,0.554,False
_Field Lina 09_BM-253_1_DSCF3850.jpg,Empty,Insects,0.4975,False
_Field Moacin_BM-103_2_DSCF0001.jpg,Empty,Insects,0.5857,False
_Field Moacin_BM-108_1_DSCF0139.jpg,Empty,Empty,0.8745,True
_Field Moacin_BM-108_1_DSCF0294.jpg,Empty,Empty,0.8243,True
_Field Moacin_BM-108_1_DSCF0582.jpg,Empty,Empty,0.7197,True
_Field Moacin_BM-108_1_DSCF0650.jpg,Empty,Animals,0.7923,False
_Field Moacin_BM-110_1_DSCF0121.jpg,Empty,Insects,0.6111,False
_Field Moacin_BM-110_1_DSCF0191.jpg,Empty,Animals,0.7524,False
_Field Moacin_BM-110_2_DSCF0055.jpg,Empty,Empty,0.9871,True
_Field Moacin_BM-110_2_DSCF0412.jpg,Empty,Empty,0.9728,True
_Field Moacin_BM-110_2_DSCF0578.jpg,Empty,Empty,0.9604,True
_Field Moacin_BM-110_2_DSCF0621.jpg,Empty,Empty,0.951,True
_Field Moacin_BM-110_2_DSCF0714.jpg,Empty,Empty,0.8912,True
_Field Moacin_BM-110_2_DSCF0720.jpg,Empty,Empty,0.9186,True
_Field Moacin_BM-110_2_DSCF1267.jpg,Empty,Insects,0.4855,False
_Field Moacin_BM-110_2_DSCF1462.jpg,Empty,Empty,0.7319,True
_Field Moacin_BM-111_2_DSCF0156.jpg,Empty,Insects,0.592,False
_Field Moacin_BM-111_2_DSCF0224.jpg,Empty,Insects,0.5743,False
_Field Moacin_BM-111_2_DSCF0492.jpg,Empty,Insects,0.7034,False
_Field Moacin_BM-111_2_DSCF0990.jpg,Empty,Empty,0.7749,True
_Field Moacin_BM-111_2_DSCF1139.jpg,Empty,Empty,0.8014,True
_Field Moacin_BM-111_2_DSCF1335.jpg,Empty,Empty,0.9535,True
_Field Moacin_BM-113_2_DSCF0129.jpg,Empty,Empty,0.9596,True
_Field Moacin_BM-113_2_DSCF0480.jpg,Empty,Empty,0.9729,True
_Field Moacin_BM-113_2_DSCF0528.jpg,Empty,Empty,0.9815,True
_Field Moacin_BM-113_2_DSCF0665.jpg,Empty,Empty,0.9655,True
_Field Moacin_BM-113_2_DSCF0739.jpg,Empty,Empty,0.9793,True
_Field Moacin_BM-113_2_DSCF0887.jpg,Empty,Empty,0.9875,True
_Field Moacin_BM-113_2_DSCF1528.jpg,Empty,Empty,0.8801,True
_Field Moacin_BM-113_2_DSCF1585.jpg,Empty,Empty,0.9057,True
_Field Moacin_BM-113_2_DSCF2660.jpg,Empty,Empty,0.7318,True
_Field Moacin_BM-113_2_DSCF3102.jpg,Empty,Empty,0.797,True
_Field Moacin_BM-114_1_DSCF0083.jpg,Empty,Animals,0.6189,False
_Field Moacin_BM-114_2_DSCF0380.jpg,Empty,Empty,0.9617,True
_Field Moacin_BM-114_2_DSCF0481.jpg,Empty,Empty,0.9127,True
_Field Moacin_BM-114_2_DSCF0652.jpg,Empty,Empty,0.9096,True
_Field Moacin_BM-114_2_DSCF0839.jpg,Empty,Empty,0.921,True
_Field Moacin_BM-114_2_DSCF1195.jpg,Empty,Empty,0.9874,True
_Field Moacin_BM-114_2_DSCF1255.jpg,Empty,Empty,0.9896,True
_Field Moacin_BM-114_2_DSCF1408.jpg,Empty,Empty,0.9898,True
_Field Moacin_BM-114_2_DSCF1432.jpg,Empty,Empty,0.9927,True
_Field Moacin_BM-114_2_DSCF1991.jpg,Empty,Empty,0.9838,True
_Field Moacin_BM-173_1_DSCF0075.jpg,Empty,Animals,0.7062,False
_Field Nossa S. Salete 1_BM-039_1_DSCF0008.jpg,Empty,Empty,0.641,True
_Field Ouro Branco 1_BM-008_1_DSCF0045.jpg,Empty,Empty,0.5017,True
_Field Ouro Branco 1_BM-008_1_DSCF0524.jpg,Empty,Empty,0.8413,True
_Field Ouro Branco 1_BM-008_1_DSCF0904.jpg,Empty,Empty,0.8744,True
_Field Ouro Branco 1_BM-008_1_DSCF0965.jpg,Empty,Empty,0.8454,True
_Field Ouro Branco 1_BM-014_1_DSCF0001.jpg,Empty,Empty,0.9117,True
_Field Ouro Branco 1_BM-016_1_DSCF0033.jpg,Empty,Empty,0.9581,True
_Field Ouro Branco 1_BM-258_1_DSCF0084.jpg,Empty,Animals,0.5767,False
_Field Ouro Branco 2_BM-126_1_DSCF0001.jpg,Empty,Animals,0.9139,False
_Field Ouro Branco 2_BM-144_1_DSCF0091.jpg,Empty,Animals,0.4466,False
_Field Ouro Branco 3_BM-101_1_DSCF0152.jpg,Empty,Empty,0.8727,True
_Field Ouro Branco 3_BM-101_1_DSCF0357.jpg,Empty,Empty,0.6896,True
_Field Ouro Branco 3_BM-101_1_DSCF0367.jpg,Empty,Animals,0.782,False
_Field Ouro Branco 3_BM-101_1_DSCF1035.jpg,Empty,Empty,0.9987,True
_Field Ouro Branco 3_BM-101_1_DSCF1106.jpg,Empty,Empty,0.9987,True
_Field Ouro Branco 3_BM-101_1_DSCF1165.jpg,Empty,Empty,0.9986,True
_Field Ouro Branco 3_BM-101_1_DSCF1227.jpg,Empty,Empty,0.9992,True
_Field Ouro Branco 3_BM-101_1_DSCF1416.jpg,Empty,Empty,0.9989,True
_Field Ouro Branco 3_BM-101_1_DSCF1457.jpg,Empty,Empty,0.999,True
_Field Ouro Branco 3_BM-101_1_DSCF1628.jpg,Empty,Empty,0.9989,True
_Field Ouro Branco 3_BM-101_1_DSCF1690.jpg,Empty,Empty,0.9987,True
_Field Ouro Branco 3_BM-101_1_DSCF1756.jpg,Empty,Empty,0.9982,True
_Field Ouro Branco 3_BM-101_1_DSCF1843.jpg,Empty,Empty,0.9971,True
_Field Ouro Branco 3_BM-101_1_DSCF1971.jpg,Empty,Empty,0.9989,True
_Field Ouro Branco 3_BM-101_1_DSCF2083.jpg,Empty,Empty,0.9984,True
_Field Ouro Branco 3_BM-101_1_DSCF2227.jpg,Empty,Empty,0.9987,True
_Field Ouro Branco 3_BM-101_1_DSCF2233.jpg,Empty,Empty,0.9987,True
_Field Ouro Branco 3_BM-101_1_DSCF2277.jpg,Empty,Empty,0.9988,True
_Field Ouro Branco 3_BM-101_1_DSCF2463.jpg,Empty,Empty,0.9986,True
_Field Ouro Branco 3_BM-101_1_DSCF2812.jpg,Empty,Empty,0.9998,True
_Field Ouro Branco 3_BM-101_1_DSCF2873.jpg,Empty,Empty,0.9995,True
_Field Ouro Branco 3_BM-101_1_DSCF2889.jpg,Empty,Empty,0.9995,True
_Field Ouro Branco 3_BM-101_1_DSCF3129.jpg,Empty,Empty,0.9991,True
_Field Ouro Branco 3_BM-101_1_DSCF3168.jpg,Empty,Empty,0.999,True
_Field Ouro Branco 3_BM-101_1_DSCF3333.jpg,Empty,Empty,0.9991,True
_Field Ouro Branco 3_BM-101_1_DSCF3430.jpg,Empty,Empty,0.9989,True
_Field Ouro Branco 3_BM-101_1_DSCF3740.jpg,Empty,Empty,0.998,True
_Field Ouro Branco 3_BM-101_1_DSCF4083.jpg,Empty,Empty,0.996,True
_Field Ouro Branco 3_BM-148_1_DSCF0023.jpg,Empty,Insects,0.6316,False
_Field Ouro Branco 3_BM-152_1_DSCF0052.jpg,Empty,Insects,0.9282,False
_Field Ouro Branco 3_BM-156_1_DSCF0105.jpg,Empty,Animals,0.9529,False
_Field Ouro Branco 3_BM-161_2_DSCF0182.jpg,Empty,Insects,0.5154,False
_Field Ouro Branco 3_BM-179_1_DSCF0100.jpg,Empty,Empty,0.9066,True
_Field Ouro Branco 3_BM-179_1_DSCF0214.jpg,Empty,Empty,0.9052,True
_Field Ouro Branco 3_BM-179_1_DSCF0310.jpg,Empty,Empty,0.8899,True
_Field Ouro Branco 3_BM-179_1_DSCF0426.jpg,Empty,Empty,0.9233,True
_Field Ouro Branco 3_BM-179_1_DSCF0504.jpg,Empty,Empty,0.9241,True
_Field Ouro Branco 3_BM-179_1_DSCF0552.jpg,Empty,Empty,0.9301,True
_Field Ouro Branco 3_BM-179_1_DSCF0569.jpg,Empty,Empty,0.9398,True
_Field Ouro Branco 3_BM-179_1_DSCF0746.jpg,Empty,Empty,0.9204,True
_Field Ouro Branco 3_BM-179_1_DSCF0789.jpg,Empty,Empty,0.9371,True
_Field Ouro Branco 3_BM-179_1_DSCF0824.jpg,Empty,Empty,0.9376,True
_Field Ouro Branco 3_BM-179_1_DSCF0943.jpg,Empty,Empty,0.9203,True
_Field Ouro Branco 3_BM-179_1_DSCF0962.jpg,Empty,Empty,0.9057,True
_Field Ouro Branco 3_BM-179_1_DSCF0995.jpg,Empty,Empty,0.9093,True
_Field Ouro Branco 3_BM-179_1_DSCF10229.jpg,Empty,Empty,0.9935,True
_Field Ouro Branco 3_BM-179_1_DSCF10440.jpg,Empty,Empty,0.9853,True
_Field Ouro Branco 3_BM-179_1_DSCF10483.jpg,Empty,Empty,0.9882,True
_Field Ouro Branco 3_BM-179_1_DSCF10491.jpg,Empty,Empty,0.9896,True
_Field Ouro Branco 3_BM-179_1_DSCF10583.jpg,Empty,Empty,0.9895,True
